Signé,Nom luminaire,Artiste / Dates,Année,Catégorie,Editeur,Spécialité,Collaboration / Œuvre,Description,Matériaux,Dimensions,Estimation,Image luminaire (Nom du fichier),Image designer (imagedesigner),Lien site marchand,Etiquette,Bibliographie
Non,,Houillon - souvent attribué à Georges Houillon (?-?).,,,,Designeur industriel français et dépositaire de la marque ECLAIR.,Jean Prouvé,,,,,luminaire_1358.jpg,,,,
Non,,Houillon - souvent attribué à Georges Houillon (?-?).,,,,Designeur industriel français et dépositaire de la marque ECLAIR.,Jean Prouvé,,,,,luminaire_1359.jpg,,,,
Non,,Houillon - souvent attribué à Georges Houillon (?-?).,,,,Designeur industriel français et dépositaire de la marque ECLAIR.,Jean Prouvé,,,,,luminaire_1360.jpg,,,,
Non,,Houillon - souvent attribué à Georges Houillon (?-?).,,,,Designeur industriel français et dépositaire de la marque ECLAIR.,Jean Prouvé,,,,,luminaire_1361.jpg,,,,
Non,131310,Hubbardtonforge (1974 - ).,,,,Concepteur et fabricant de luminaires aux Etats-Unis.,,,,,,luminaire_8335.jpg,,,,
Non,134070,Hubbardtonforge (1974 - ).,,,,Concepteur et fabricant de luminaires aux Etats-Unis.,,,,,,luminaire_8334.jpg,,,,
Non,137810,Hubbardtonforge (1974 - ).,,,,Concepteur et fabricant de luminaires aux Etats-Unis.,,,,,,luminaire_8333.jpg,,,,
Non,139656,Hubbardtonforge (1974 - ).,,,,Concepteur et fabricant de luminaires aux Etats-Unis.,,,,,,luminaire_8336.jpg,,,,
Non,139665,Hubbardtonforge (1974 - ).,,,,Concepteur et fabricant de luminaires aux Etats-Unis.,,,,,,luminaire_8338.jpg,,,,
Non,205814,Hubbardtonforge (1974 - ).,,,,Concepteur et fabricant de luminaires aux Etats-Unis.,,,,,,luminaire_8337.jpg,,,,
Non,,Hubert Johann Karl Gessner (1871 - 1943).,,,,Architecte autrichien.,"Conçu pour sa Villa dans la Sternwartestrake 70, 1180 Vienne. —R",,,,,luminaire_1039.jpg,,,,
Non,Astrolabe - Ca,Hubert Le Gall (1961 - ).,2005,,,"Designer français, créateur et sculpteur d'art contemporain.",,,,,,luminaire_6822.jpg,,,,
Non,Autruche,Hubert Le Gall (1961 - ).,2016,,,"Designer français, créateur et sculpteur d'art contemporain.",,,,,,luminaire_6820.jpg,,,,
Non,Géode,Hubert Le Gall (1961 - ).,2018,,,"Designer français, créateur et sculpteur d'art contemporain.",,,,,,luminaire_6826.jpg,,,,
Non,Illusion,Hubert Le Gall (1961 - ).,1997,,,"Designer français, créateur et sculpteur d'art contemporain.",,,,,,luminaire_6825.jpg,,,,
Non,Odilon,Hubert Le Gall (1961 - ).,2016,,,"Designer français, créateur et sculpteur d'art contemporain.",,,,,,luminaire_6824.jpg,,,,
Non,Pétille,Hubert Le Gall (1961 - ).,2011,,,"Designer français, créateur et sculpteur d'art contemporain.",,,,,,luminaire_6821.jpg,,,,
Non,Abrams,Hudson Valley Lighting (1980 -?).,,,,"Fabricant de luminaires, fondé par David Littman.",Corbett Lighting et Troy Lighting.,,,,,luminaire_5840.jpg,,,,
Non,Alana,Hudson Valley Lighting (1980 -?).,,,,"Fabricant de luminaires, fondé par David Littman.",Corbett Lighting et Troy Lighting.,,,,,luminaire_5837.jpg,,,,
Non,Allendale,Hudson Valley Lighting (1980 -?).,,,,"Fabricant de luminaires, fondé par David Littman.",Corbett Lighting et Troy Lighting.,,,,,luminaire_5839.jpg,,,,
Non,Bennington,Hudson Valley Lighting (1980 -?).,,,,"Fabricant de luminaires, fondé par David Littman.",Corbett Lighting et Troy Lighting.,,,,,luminaire_5841.jpg,,,,
Non,Calypso,Hudson Valley Lighting (1980 -?).,,,,"Fabricant de luminaires, fondé par David Littman.",Corbett Lighting et Troy Lighting.,,,,,luminaire_5838.jpg,,,,
Non,Celestial,Hudson Valley Lighting (1980 -?).,,,,"Fabricant de luminaires, fondé par David Littman.",Corbett Lighting et Troy Lighting.,,,,,luminaire_5836.jpg,,,,
Non,A805,Hugo Alvar Henrik Aalto (1898 - 1976).,1954,,,"Architecte, dessinateur, urbaniste et designer finlandais.","Artek , Valaistustyô",,,,,luminaire_1957.jpg,,,,
Non,Modèle A201 - Ca,Hugo Alvar Henrik Aalto (1898 - 1976).,1950,,,"Architecte, dessinateur, urbaniste et designer finlandais.","Artek , Valaistustyô",,,,,luminaire_1952.jpg,,,,
Non,Modèle A330 - Ca,Hugo Alvar Henrik Aalto (1898 - 1976).,1950,,,"Architecte, dessinateur, urbaniste et designer finlandais.","Artek , Valaistustyô",,,,,luminaire_1955.jpg,,,,
Non,Modèle A332 - Ca,Hugo Alvar Henrik Aalto (1898 - 1976).,1950,,,"Architecte, dessinateur, urbaniste et designer finlandais.","Artek , Valaistustyô",,,,,luminaire_1954.jpg,,,,
Non,Modèle A333 - Ca,Hugo Alvar Henrik Aalto (1898 - 1976).,1950,,,"Architecte, dessinateur, urbaniste et designer finlandais.","Artek , Valaistustyô",,,,,luminaire_1953.jpg,,,,
Non,Modèle A811 - Ca,Hugo Alvar Henrik Aalto (1898 - 1976).,1950,,,"Architecte, dessinateur, urbaniste et designer finlandais.","Artek , Valaistustyô",,,,,luminaire_1956.jpg,,,,
Non,,Hugo Berger (-).,,,,Artiste allemand.,,,,,,luminaire_1099.jpg,,,,
Non,,Hugo Berger (-).,,,,Artiste allemand.,,,,,,luminaire_1100.jpg,,,,
Non,,Hugo Berger (-).,,,,Artiste allemand.,,,,,,luminaire_1101.jpg,,,,
Non,,Humberto Campana (1953 - ) et Fernando Campana (1961 - ).,,,,Deux frères designers brésiliens.,"Baccarat, Fendi, Edra, Lasvit, Skitsch",,,,,luminaire_5601.jpg,,,,
Non,Brazilian Baroque,Humberto Campana (1953 - ) et Fernando Campana (1961 - ).,2011,,,Deux frères designers brésiliens.,"Baccarat, Fendi, Edra, Lasvit, Skitsch",,,,,luminaire_5602.jpg,,,,
Non,Candy Sphere,Humberto Campana (1953 - ) et Fernando Campana (1961 - ).,,,,Deux frères designers brésiliens.,"Baccarat, Fendi, Edra, Lasvit, Skitsch",,,,,luminaire_5606.jpg,,,,
Non,Cloche,Humberto Campana (1953 - ) et Fernando Campana (1961 - ).,,,,Deux frères designers brésiliens.,"Baccarat, Fendi, Edra, Lasvit, Skitsch",,,,,luminaire_5604.jpg,,,,
Non,Fusion,Humberto Campana (1953 - ) et Fernando Campana (1961 - ).,,,,Deux frères designers brésiliens.,"Baccarat, Fendi, Edra, Lasvit, Skitsch",,,,,luminaire_5603.jpg,,,,
Non,Wood,Humberto Campana (1953 - ) et Fernando Campana (1961 - ).,,,,Deux frères designers brésiliens.,"Baccarat, Fendi, Edra, Lasvit, Skitsch",,,,,luminaire_5605.jpg,,,,
Non,,Hustadt Ke Leuchten (?-?).,,,,Céramiste allemand.,,,,,,luminaire_4832.jpg,,,,
Non,,Hustadt Ke Leuchten (?-?).,,,,Céramiste allemand.,,,,,,luminaire_4833.jpg,,,,
Non,,Hustadt Ke Leuchten (?-?).,,,,Céramiste allemand.,,,,,,luminaire_4834.jpg,,,,
Non,,Hustadt Ke Leuchten (?-?).,,,,Céramiste allemand.,,,,,,luminaire_4835.jpg,,,,
Non,,Hynek Gottwald ( -).,,,,Designer tcheque.,Bauhaus,,,,,luminaire_1821.jpg,,,,
Non,,Hynek Gottwald ( -).,,,,Designer tcheque.,Bauhaus,,,,,luminaire_1822.jpg,,,,
Non,Gabbiano,Ido Maria Bruno et Arianna Teardo (?-?).,,,,Designers italiens.,"Sylcom, Selene",,,,,luminaire_6391.jpg,,,,
Non,Ginger,Ido Maria Bruno et Arianna Teardo (?-?).,,,,Designers italiens.,"Sylcom, Selene",,,,,luminaire_6386.jpg,,,,
Non,Manin,Ido Maria Bruno et Arianna Teardo (?-?).,,,,Designers italiens.,"Sylcom, Selene",,,,,luminaire_6387.jpg,,,,
Non,Moceni,Ido Maria Bruno et Arianna Teardo (?-?).,,,,Designers italiens.,"Sylcom, Selene",,,,,luminaire_6388.jpg,,,,
Non,Pleiadi,Ido Maria Bruno et Arianna Teardo (?-?).,,,,Designers italiens.,"Sylcom, Selene",,,,,luminaire_6385.jpg,,,,
Non,lonica,Ido Maria Bruno et Arianna Teardo (?-?).,,,,Designers italiens.,"Sylcom, Selene",,,,,luminaire_6389.jpg,,,,
Non,,Ignazio Gardella (1905 -1999).,,,,"Architecte, ingénieur et designer italien.",Azucena,,,,,luminaire_2315.jpg,,,,
Non,Coppa Aperta,Ignazio Gardella (1905 -1999).,1950,,,"Architecte, ingénieur et designer italien.",Azucena,,,,,luminaire_2312.jpg,,,,
Non,LP12,Ignazio Gardella (1905 -1999).,1958,,,"Architecte, ingénieur et designer italien.",Azucena,,,,,luminaire_2311.jpg,,,,
Non,LP7,Ignazio Gardella (1905 -1999).,1955,,,"Architecte, ingénieur et designer italien.",Azucena,,,,,luminaire_2316.jpg,,,,
Non,LT4 Arenzano,Ignazio Gardella (1905 -1999).,1956,,,"Architecte, ingénieur et designer italien.",Azucena,,,,,luminaire_2314.jpg,,,,
Non,LTE 12,Ignazio Gardella (1905 -1999).,1961,,,"Architecte, ingénieur et designer italien.",Azucena,,,,,luminaire_2313.jpg,,,,
Non,,Igor Ustinov (-).,,,,Artiste anglais.,,,,,,luminaire_9097.jpg,,,,
Non,Il Pezzo 12,Il Pezzo Mancante «La pièce manquante» (2010 - ).,,,,Marque italienne fondée par Cosimo Terzani et Barbara Bertocci.,,,,,,luminaire_6638.jpg,,,,
Non,Il Pezzo 12 Grappe,Il Pezzo Mancante «La pièce manquante» (2010 - ).,,,,Marque italienne fondée par Cosimo Terzani et Barbara Bertocci.,,,,,,luminaire_6636.jpg,,,,
Non,Il Pezzo 3,Il Pezzo Mancante «La pièce manquante» (2010 - ).,,,,Marque italienne fondée par Cosimo Terzani et Barbara Bertocci.,,,,,,luminaire_6635.jpg,,,,
Non,Il Pezzo 3,Il Pezzo Mancante «La pièce manquante» (2010 - ).,,,,Marque italienne fondée par Cosimo Terzani et Barbara Bertocci.,,,,,,luminaire_6637.jpg,,,,
Non,Il Pezzo 3,Il Pezzo Mancante «La pièce manquante» (2010 - ).,,,,Marque italienne fondée par Cosimo Terzani et Barbara Bertocci.,,,,,,luminaire_6639.jpg,,,,
Non,Allure,Ilaria Marelli (1971 -).,,,,Architecte et designer italienne.,Némo,,,,,luminaire_6325.jpg,,,,
Non,Ara,Ilaria Marelli (1971 -).,,,,Architecte et designer italienne.,Némo,,,,,luminaire_6326.jpg,,,,
Non,Aura,Ilaria Marelli (1971 -).,,,,Architecte et designer italienne.,Némo,,,,,luminaire_6328.jpg,,,,
Non,Calle,Ilaria Marelli (1971 -).,,,,Architecte et designer italienne.,Némo,,,,,luminaire_6327.jpg,,,,
Non,,Ilem van Oyen (1921 - 2004).,,,,Artiste néerlandais du vitrail.,Raak,,,,,luminaire_2951.jpg,,,,
Non,,Ilem van Oyen (1921 - 2004).,,,,Artiste néerlandais du vitrail.,Raak,,,,,luminaire_2952.jpg,,,,
Non,C1517,Ilem van Oyen (1921 - 2004).,1968,,,Artiste néerlandais du vitrail.,Raak,,,,,luminaire_2950.jpg,,,,
Non,Collage,Ilem van Oyen (1921 - 2004).,1960,,,Artiste néerlandais du vitrail.,Raak,,,,,luminaire_2949.jpg,,,,
Non,Billy BL,Ilse Crawford MBE (1962 - ).,,,,Designer d'intérieur et de mobilier britannique.,"Wästberg, lkea",,,,,luminaire_7422.jpg,,,,
Non,Sinnerlig,Ilse Crawford MBE (1962 - ).,,,,Designer d'intérieur et de mobilier britannique.,"Wästberg, lkea",,,,,luminaire_7424.jpg,,,,
Non,Studioilse,Ilse Crawford MBE (1962 - ).,,,,Designer d'intérieur et de mobilier britannique.,"Wästberg, lkea",,,,,luminaire_7421.jpg,,,,
Non,W203 llumina,Ilse Crawford MBE (1962 - ).,,,,Designer d'intérieur et de mobilier britannique.,"Wästberg, lkea",,,,,luminaire_7423.jpg,,,,
Non,Clover,India Mahdavi (1962 - ).,,,,Architecte et designer française.,,,,,,luminaire_9176.jpg,,,,
Non,Don Giovanni,India Mahdavi (1962 - ).,,,,Architecte et designer française.,,,,,,luminaire_9178.jpg,,,,
Non,Fantomas,India Mahdavi (1962 - ).,,,,Architecte et designer française.,,,,,,luminaire_9177.jpg,,,,
Non,Karaba,India Mahdavi (1962 - ).,,,,Architecte et designer française.,,,,,,luminaire_9175.jpg,,,,
Non,Meringue,India Mahdavi (1962 - ).,,,,Architecte et designer française.,,,,,,luminaire_9174.jpg,,,,
Non,Ecran,Inga Sempé (1968 - ).,2010,,,Designer et décoratrice française.,"Moustache, HAY, Cappellini, Wästberg",,,,,luminaire_6732.jpg,,,,
Non,Matin,Inga Sempé (1968 - ).,2021,,,Designer et décoratrice française.,"Moustache, HAY, Cappellini, Wästberg",,,,,luminaire_6735.jpg,,,,
Non,Plissé,Inga Sempé (1968 - ).,2003,,,Designer et décoratrice française.,"Moustache, HAY, Cappellini, Wästberg",,,,,luminaire_6730.jpg,,,,
Non,Sempé w103,Inga Sempé (1968 - ).,2012,,,Designer et décoratrice française.,"Moustache, HAY, Cappellini, Wästberg",,,,,luminaire_6733.jpg,,,,
Non,Vapeurs,Inga Sempé (1968 - ).,2012,,,Designer et décoratrice française.,"Moustache, HAY, Cappellini, Wästberg",,,,,luminaire_6734.jpg,,,,
Non,W153,Inga Sempé (1968 - ).,2015,,,Designer et décoratrice française.,"Moustache, HAY, Cappellini, Wästberg",,,,,luminaire_6731.jpg,,,,
Oui,IP ATELJÉ SWEDEN,Inger Persson (1936-2021).,,,,Céramiste suédoise.,Rôrstrand,,,,,luminaire_4784.jpg,,,,
Oui,IP ATELJÉ SWEDEN,Inger Persson (1936-2021).,,,,Céramiste suédoise.,Rôrstrand,,,,,luminaire_4785.jpg,,,,
Oui,IP ATELJÉ SWEDEN,Inger Persson (1936-2021).,,,,Céramiste suédoise.,Rôrstrand,,,,,luminaire_4786.jpg,,,,
Non,,Ingo Maurer (1932 - 2019).,1968,,,Designer et un entrepreneur allemand spécialisé dans l’éclairage contemporain.,"Edition M, Jan roth Grasl vulgaris, Matthias liedtke",,,,,luminaire_2827.jpg,,,,
Non,,Ingo Maurer (1932 - 2019).,,,,Designer et un entrepreneur allemand spécialisé dans l’éclairage contemporain.,"Edition M, Jan roth Grasl vulgaris, Matthias liedtke",,,,,luminaire_2831.jpg,,,,
Non,Floatation,Ingo Maurer (1932 - 2019).,1980,,,Designer et un entrepreneur allemand spécialisé dans l’éclairage contemporain.,"Edition M, Jan roth Grasl vulgaris, Matthias liedtke",,,,,luminaire_2828.jpg,,,,
Non,Hana,Ingo Maurer (1932 - 2019).,1973,,,Designer et un entrepreneur allemand spécialisé dans l’éclairage contemporain.,"Edition M, Jan roth Grasl vulgaris, Matthias liedtke",,,,,luminaire_2826.jpg,,,,
Non,Porca Miseria!,Ingo Maurer (1932 - 2019).,1994,,,Designer et un entrepreneur allemand spécialisé dans l’éclairage contemporain.,"Edition M, Jan roth Grasl vulgaris, Matthias liedtke",,,,,luminaire_2829.jpg,,,,
Non,Zettel'z,Ingo Maurer (1932 - 2019).,,,,Designer et un entrepreneur allemand spécialisé dans l’éclairage contemporain.,"Edition M, Jan roth Grasl vulgaris, Matthias liedtke",,,,,luminaire_2830.jpg,,,,
Non,,InsidherLand (-).,,,,Fabricant portugais.,,,,,,luminaire_8599.jpg,,,,
Non,,InsidherLand (-).,,,,Fabricant portugais.,,,,,,luminaire_8600.jpg,,,,
Non,,InsidherLand (-).,,,,Fabricant portugais.,,,,,,luminaire_8601.jpg,,,,
Non,,InsidherLand (-).,,,,Fabricant portugais.,,,,,,luminaire_8602.jpg,,,,
Non,,InsidherLand (-).,,,,Fabricant portugais.,,,,,,luminaire_8603.jpg,,,,
Non,,Interracotta ( - ).,,,,Françoise Bergaglia céramiste.,,,,,,luminaire_9085.jpg,,,,
Non,,Interracotta ( - ).,,,,Françoise Bergaglia céramiste.,,,,,,luminaire_9086.jpg,,,,
Non,,Interracotta ( - ).,,,,Françoise Bergaglia céramiste.,,,,,,luminaire_9087.jpg,,,,
Non,,Irene Cattaneo ( - ).,,,,Artiste italienne.,,,,,,luminaire_8886.jpg,,,,
Non,,Irene Cattaneo ( - ).,,,,Artiste italienne.,,,,,,luminaire_8887.jpg,,,,
Non,,Irene Cattaneo ( - ).,,,,Artiste italienne.,,,,,,luminaire_8888.jpg,,,,
Non,,Irene Cattaneo ( - ).,,,,Artiste italienne.,,,,,,luminaire_8889.jpg,,,,
Non,,Isaac Monté (1988 - ).,,,,Designer belge installé à Rotterdam,,,,,,luminaire_6202.jpg,,,,
Non,Crystal Knots,Isaac Monté (1988 - ).,2019,,,Designer belge installé à Rotterdam,,,,,,luminaire_6205.jpg,,,,
Non,Eclipse,Isaac Monté (1988 - ).,,,,Designer belge installé à Rotterdam,,,,,,luminaire_6204.jpg,,,,
Non,Meat,Isaac Monté (1988 - ).,2016,,,Designer belge installé à Rotterdam,,,,,,luminaire_6201.jpg,,,,
Non,Weaving Light #1,Isaac Monté (1988 - ).,,,,Designer belge installé à Rotterdam,,,,,,luminaire_6203.jpg,,,,
Non,,Isabelle Sicart (1970 - ).,,,,Céramiste et artiste française.,"Emannuel Levet Stenne, Nicolas & Sébastien Reese",,,,,luminaire_7751.jpg,,,,
Non,Atoll,Isabelle Sicart (1970 - ).,2014,,,Céramiste et artiste française.,"Emannuel Levet Stenne, Nicolas & Sébastien Reese",,,,,luminaire_7750.jpg,,,,
Non,Elliptica,Isabelle Sicart (1970 - ).,2020,,,Céramiste et artiste française.,"Emannuel Levet Stenne, Nicolas & Sébastien Reese",,,,,luminaire_7746.jpg,,,,
Non,Nelken,Isabelle Sicart (1970 - ).,2022,,,Céramiste et artiste française.,"Emannuel Levet Stenne, Nicolas & Sébastien Reese",,,,,luminaire_7749.jpg,,,,
Non,Opoponax,Isabelle Sicart (1970 - ).,2019,,,Céramiste et artiste française.,"Emannuel Levet Stenne, Nicolas & Sébastien Reese",,,,,luminaire_7747.jpg,,,,
Non,Phaedra,Isabelle Sicart (1970 - ).,2020,,,Céramiste et artiste française.,"Emannuel Levet Stenne, Nicolas & Sébastien Reese",,,,,luminaire_7745.jpg,,,,
Non,Canlelight,"Isabelle Stanislas, née Isabelle Benabou (1970 - ).",,,,"Architecte, architecte d’intérieur, décoratrice d’intérieur, créatrice de meubles et restauratrice d’art française.",Pouenat,,,,,luminaire_7026.jpg,,,,
Non,Canlelight,"Isabelle Stanislas, née Isabelle Benabou (1970 - ).",,,,"Architecte, architecte d’intérieur, décoratrice d’intérieur, créatrice de meubles et restauratrice d’art française.",Pouenat,,,,,luminaire_7027.jpg,,,,
Non,Canlelight,"Isabelle Stanislas, née Isabelle Benabou (1970 - ).",,,,"Architecte, architecte d’intérieur, décoratrice d’intérieur, créatrice de meubles et restauratrice d’art française.",Pouenat,,,,,luminaire_7028.jpg,,,,
Non,Canlelight,"Isabelle Stanislas, née Isabelle Benabou (1970 - ).",,,,"Architecte, architecte d’intérieur, décoratrice d’intérieur, créatrice de meubles et restauratrice d’art française.",Pouenat,,,,,luminaire_7029.jpg,,,,
Non,1,Isamu Noguchi (1904 - 1988).,,,,"Artiste américano-japonais, sculpteur, designer.",Ozeki & Co,,,,,luminaire_4010.jpg,,,,
Non,Akari 25N,Isamu Noguchi (1904 - 1988).,1951,,,"Artiste américano-japonais, sculpteur, designer.",Ozeki & Co,,,,,luminaire_4009.jpg,,,,
Non,Akari 55A,Isamu Noguchi (1904 - 1988).,1951,,,"Artiste américano-japonais, sculpteur, designer.",Ozeki & Co,,,,,luminaire_4007.jpg,,,,
Non,Akari L2,Isamu Noguchi (1904 - 1988).,1952,,,"Artiste américano-japonais, sculpteur, designer.",Ozeki & Co,,,,,luminaire_4006.jpg,,,,
Non,Modèle BB3-335,Isamu Noguchi (1904 - 1988).,1951,,,"Artiste américano-japonais, sculpteur, designer.",Ozeki & Co,,,,,luminaire_4008.jpg,,,,
Non,UF3-Q,Isamu Noguchi (1904 - 1988).,1951,,,"Artiste américano-japonais, sculpteur, designer.",Ozeki & Co,,,,,luminaire_4011.jpg,,,,
Non,Hebi,Isao Hosoe (1942 - 2015).,,,,Ingénieur et designer japonais.,"Status, Valenti, Luxo",,,,,luminaire_4534.jpg,,,,
Non,Heron,Isao Hosoe (1942 - 2015).,,,,Ingénieur et designer japonais.,"Status, Valenti, Luxo",,,,,luminaire_4533.jpg,,,,
Non,Tama,Isao Hosoe (1942 - 2015).,1975,,,Ingénieur et designer japonais.,"Status, Valenti, Luxo",,,,,luminaire_4532.jpg,,,,
Non,Tori- Ca,Isao Hosoe (1942 - 2015).,1990,,,Ingénieur et designer japonais.,"Status, Valenti, Luxo",,,,,luminaire_4535.jpg,,,,
Non,Ca,J. Kuykens (?-?),1930,,,Designers industriel aux Pays-bas.,,,,,,luminaire_1776.jpg,,,,
Non,Cosmonaut,J.C Peiré (?-?).,1980,,,Céramiste français.,,,,,,luminaire_5293.jpg,,,,
Non,Haltère,J.C Peiré (?-?).,1980,,,Céramiste français.,,,,,,luminaire_5292.jpg,,,,
Non,,Jaan Mobach ( - ).,,,,Céramiste hollandais.,,,,,,luminaire_3764.jpg,,,,
Non,,Jaan Mobach ( - ).,,,,Céramiste hollandais.,,,,,,luminaire_3765.jpg,,,,
Non,,Jaan Mobach ( - ).,,,,Céramiste hollandais.,,,,,,luminaire_3766.jpg,,,,
Non,,Jaan Mobach ( - ).,,,,Céramiste hollandais.,,,,,,luminaire_3767.jpg,,,,
Non,,Jacob Pieter van den Bosch (1868 - 1948).,,,,Architecte néerlandais.,,,,,,luminaire_1484.jpg,,,,
Non,,Jacob Pieter van den Bosch (1868 - 1948).,,,,Architecte néerlandais.,,,,,,luminaire_1485.jpg,,,,
Non,,Jacob Pieter van den Bosch (1868 - 1948).,,,,Architecte néerlandais.,,,,,,luminaire_1486.jpg,,,,
Non,,Jacob Pieter van den Bosch (1868 - 1948).,,,,Architecte néerlandais.,,,,,,luminaire_1487.jpg,,,,
Non,Attribué,Jacob Pieter van den Bosch (1868 - 1948).,,,,Architecte néerlandais.,,,,,,luminaire_1483.jpg,,,,
Non,Opus 134,Jacob Pieter van den Bosch (1868 - 1948).,1902,,,Architecte néerlandais.,,,,,,luminaire_1482.jpg,,,,
Non,,"Jacobus Johannes Pieter Oud, souvent appelé J.J.P. Oud (1890 - 1963).",,,,Architecte néerlandais.,,,,,,luminaire_1780.jpg,,,,
Non,Giso 404,"Jacobus Johannes Pieter Oud, souvent appelé J.J.P. Oud (1890 - 1963).",1928,,,Architecte néerlandais.,,,,,,luminaire_1779.jpg,,,,
Non,Brilli B,Jacopo Foggini (1966 - ).,,,,Designer italien.,,,,,,luminaire_6834.jpg,,,,
Non,Circulaire,Jacopo Foggini (1966 - ).,,,,Designer italien.,,,,,,luminaire_6838.jpg,,,,
Non,Shake,Jacopo Foggini (1966 - ).,,,,Designer italien.,,,,,,luminaire_6839.jpg,,,,
Non,Sneeze A,Jacopo Foggini (1966 - ).,,,,Designer italien.,,,,,,luminaire_6837.jpg,,,,
Non,Sneeze B,Jacopo Foggini (1966 - ).,,,,Designer italien.,,,,,,luminaire_6835.jpg,,,,
Non,Vertigo,Jacopo Foggini (1966 - ).,,,,Designer italien.,,,,,,luminaire_6836.jpg,,,,
Non,,Jacques Biny (1913 - 1976).,,,,Designer français de luminaires.,Fabricant LITA - Louis Baillon Luminalite,,,,,luminaire_2306.jpg,,,,
Non,238,Jacques Biny (1913 - 1976).,1958,,,Designer français de luminaires.,Fabricant LITA - Louis Baillon Luminalite,,,,,luminaire_2305.jpg,,,,
Non,Ca,Jacques Biny (1913 - 1976).,1955,,,Designer français de luminaires.,Fabricant LITA - Louis Baillon Luminalite,,,,,luminaire_2304.jpg,,,,
Non,Ca,Jacques Biny (1913 - 1976).,1950,,,Designer français de luminaires.,Fabricant LITA - Louis Baillon Luminalite,,,,,luminaire_2308.jpg,,,,
Non,Cerf-volant - Ca,Jacques Biny (1913 - 1976).,1950,,,Designer français de luminaires.,Fabricant LITA - Louis Baillon Luminalite,,,,,luminaire_2307.jpg,,,,
